Record Type,PO Number,PO Number.1,PO Number.2,Chg,Com,Type,Conf,Order Date,Buyer,Account Number,Supplier,Curr,Item,Commodity Code,Description,Qty,Un,Order Value,Amount Invoiced,Unnamed: 20,WBS Code,Contract,Remarks
ttOrder,3093/M00126,3093/M00126,3093/M00126,V001,Y,N,Y,09/10/2023,bstormon,VER004,Verifact Traffic Pty Ltd,AUD,5.0,MATS-001,Traffic Control Vehicle with Message Board,2004.53,EA,50213.48,0.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00126,3093/M00126,3093/M00126,V001,Y,N,Y,09/10/2023,bstormon,VER004,Verifact Traffic Pty Ltd,AUD,6.0,MATS-001,Traffic Control Vehicle with Variable,1442.5,EA,50213.43,0.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00126,3093/M00126,3093/M00126,V001,Y,N,Y,09/10/2023,bstormon,VER004,Verifact Traffic Pty Ltd,AUD,7.0,MATS-001,Establishment per person per day,692.12,EA,20085.32,0.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00126,3093/M00126,3093/M00126,V001,Y,N,Y,09/10/2023,bstormon,VER004,Verifact Traffic Pty Ltd,AUD,8.0,MATS-001,Meal Allowance on or after 9.5 hrs worked,1963.0,EA,50213.54,0.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00127,3093/M00127,3093/M00127,V001,Y,N,Y,09/10/2023,cmacdonald,MAST09,Master Hire,AUD,1.0,MATS-001,PETROL BRUSHCUTTER  & METAL BLADE ON HIRE,1.0,DAY,41.32,41.32,,N002101,3093.0,Order Complete
ttOrder,3093/M00127,3093/M00127,3093/M00127,V001,Y,N,Y,09/10/2023,cmacdonald,MAST09,Master Hire,AUD,2.0,MATS-001,POLE CHAINSAW 2 STROKE & SAFETY PACK,1.0,DAY,90.91,90.91,,N002101,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,1.0,MATS-001,134840 - Bayer Honda Powered GX35 Petrol Post Driver With 4 Adaptors BHPPD GP No:134840,1.0,EA,1227.27,1227.27,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,2.0,MATS-001,96482 - KNIPEX 9901280 280mm Concrete Nipper GP No: 4003773012214,2.0,EA,88.1,88.1,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,3.0,MATS-001,"141554 - Makita 18V X2 Skin DRS780Z Bless 36V Circular Saw 185mm (7"") Rear Handle Tool Only GP No: 9346435001306",1.0,EA,349.09,349.09,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,4.0,MATS-001,154328 - Plumboss GLL2 Long Handle Gatic Lifter GP No: 9346435001306,1.0,EA,153.64,153.64,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,5.0,MATS-001,78507 - Makita ACC T-01373 Bit Set 38 PCE Impact Driver Bit Set 088381942737 GP No: 0883819465136,1.0,EA,36.82,36.82,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,6.0,MATS-001,110635/*200183 - Makita ACC P-19906 Drill Bit Set 19PC Performance Set 0883819465136 GP NO: 0883819465136,1.0,EA,35.45,35.45,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,7.0,MATS-001,145676 - GME TX6160TP UHF CB Radio 5-Watt (Twin Pk) 80 Channel IP67 30Hr - Twin Desktop + Vehicle Charge GP No: 9319493277464,1.0,EA,516.36,516.36,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,8.0,MATS-001,102483/*145652 - Estwing EWE24C 24OZ Claw Hammer Leather Grip 502167 GP No: 034139612810,1.0,EA,108.18,108.18,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,9.0,MATS-001,64677 - Makinta Acc B-15578 Saw Blade Aluminium TCT 185mm x 20 x 60T GP No: 088381363727,1.0,EA,55.05,55.04,,N002110,3093.0,Order Complete
ttOrder,3093/M00128,3093/M00128,3093/M00128,V001,Y,N,Y,11/10/2023,bstormon,SYD008,Sydney Tools,AUD,10.0,MATS-001,Freight,1.0,EA,136.36,136.36,,N002110,3093.0,Order Complete
ttOrder,3093/M00129,3093/M00129,3093/M00129,V001,Y,N,Y,11/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,TSS/25633,1.0,EA,1789.53,1789.53,,N003001,3093.0,Order Complete
ttOrder,3093/M00129,3093/M00129,3093/M00129,V001,Y,N,Y,11/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,TSS/25762,1.0,EA,718.8,718.8,,N003001,3093.0,Order Complete
ttOrder,3093/M00130,3093/M00130,3093/M00130,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,1.0,MATS-001,Tandem - 13T,100.0,HR,11900.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00130,3093/M00130,3093/M00130,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,2.0,MATS-001,Twin Steers - 18T,339.75,HR,44167.5,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00130,3093/M00130,3093/M00130,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,3.0,MATS-001,Truck & Dog - 29T,100.0,HR,15000.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00130,3093/M00130,3093/M00130,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,4.0,MATS-001,Truck & Dog - 33T,100.0,HR,17000.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00130,3093/M00130,3093/M00130,V001,Y,N,Y,11/10/2023,bstormon,JAS002,Jasmond Transport Pty Ltd,AUD,5.0,MATS-001,Truck & PBS Dog - 38T,100.0,EA,20000.0,0.0,,FBDR051,3093.0,Order Complete
ttOrder,3093/M00131,3093/M00131,3093/M00131,V001,Y,N,Y,11/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,"Hessian Sand Bag 33"" x 14""",3000.0,EA,4920.0,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00131,3093/M00131,3093/M00131,V001,Y,N,Y,11/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,Sand Bag Filler,5.0,EA,1035.0,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00131,3093/M00131,3093/M00131,V001,Y,N,Y,11/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,Delivery - Regional,1.0,EA,32.9,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00132,3093/M00132,3093/M00132,V001,Y,N,Y,11/10/2023,bstormon,DSWO01,DS Workwear,AUD,1.0,MATS-001,Shirt L/sl Coolweight C/w Tape Y/n XL,5.0,EA,152.5,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00132,3093/M00132,3093/M00132,V001,Y,N,Y,11/10/2023,bstormon,DSWO01,DS Workwear,AUD,2.0,MATS-001,Oliver AT55 Series Wheat L/up Boot Sz 11,1.0,EA,145.41,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00132,3093/M00132,3093/M00132,V001,Y,N,Y,11/10/2023,bstormon,DSWO01,DS Workwear,AUD,3.0,MATS-001,Embroidery,10.0,EA,41.4,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00132,3093/M00132,3093/M00132,V001,Y,N,Y,11/10/2023,bstormon,DSWO01,DS Workwear,AUD,4.0,MATS-001,D elivery,1.0,EA,22.73,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00133,3093/M00133,3093/M00133,V001,Y,N,Y,11/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,Safety Flags - BLUE Bunting - 30m (ea/25box),17.0,EA,259.6,259.6,,N003001,3093.0,Order Complete
ttOrder,3093/M00133,3093/M00133,3093/M00133,V001,Y,N,Y,11/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,Safety Flags - Orange Bunting - 30m,17.0,EA,145.47,145.47,,N003001,3093.0,Order Complete
ttOrder,3093/M00133,3093/M00133,3093/M00133,V001,Y,N,Y,11/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,Delivery - Regional,1.0,EA,32.9,32.9,,N003001,3093.0,Order Complete
ttOrder,3093/M00134,3093/M00134,3093/M00134,V001,Y,N,Y,12/10/2023,cmacdonald,EUR006,Europcar VIC,AUD,1.0,MATS-001,Rental car,5000.0,EA,5000.0,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00135,3093/M00135,3093/M00135,V001,Y,N,Y,12/10/2023,cmacdonald,DPH001,Dennis Plant Hire,AUD,1.0,MATS-001,6T Combo Hire,130.0,HR,20150.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00136,3093/M00136,3093/M00136,V001,Y,N,Y,12/10/2023,bstormon,DCC003,DC Commercial Qld,AUD,1.0,MATS-001,Rent for 16/10/23 to 15/10/23,1.0,EA,39000.0,39000.0,,N002100,3093.0,Order Complete
ttOrder,3093/M00136,3093/M00136,3093/M00136,V001,Y,N,Y,12/10/2023,bstormon,DCC003,DC Commercial Qld,AUD,2.0,MATS-001,3 Months bond,1.0,EA,9750.0,9750.0,,N002100,3093.0,Order Complete
ttOrder,3093/M00137,3093/M00137,3093/M00137,V001,Y,N,Y,12/10/2023,ajeffery,EUR003,Europcar WA,AUD,1.0,MATS-001,Hire prado for Ward,1.0,EA,500.0,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00138,3093/M00138,3093/M00138,V001,Y,N,Y,12/10/2023,cmacdonald,OFFI10,Officeworks Superstores P/L,AUD,1.0,MATS-001,Tablets,6.0,EA,8165.46,0.0,,N002190,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,Star Post 1650mm Black (BL) (ea/ packs of 10),100.0,EA,664.02,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,Safety Caps / Star Post Caps (Bag of 100),2.0,EA,72.83,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,T-top Bollard Top and base,100.0,EA,1179.0,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,Triangular Day/Night Bunting 30m Reflective,4.0,EA,119.4,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,Safety Sign 600 x 450mm - DANGER Deep,20.0,EA,412.0,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,6.0,MATS-001,Safety Sign 600 x 450mm - SDS Located Here,2.0,EA,41.2,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,7.0,MATS-001,Sign 450 x 600mm Spill Kit,2.0,EA,41.2,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,8.0,MATS-001,1200 x 1800mm Coreflute Yellow Man Cut Out -,10.0,EA,542.89,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,9.0,MATS-001,Custom Sticker A4 Look Up & Live (suit,10.0,EA,28.1,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,10.0,MATS-001,1200 x 1800mm Coreflute Yellow Man Cut Out -,10.0,EA,542.89,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,11.0,MATS-001,Custom Sticker A4 Be Line Aware,10.0,EA,28.1,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,12.0,MATS-001,1200 x 1800mm Coreflute Yellow Man Cut Out -,10.0,EA,542.89,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,13.0,MATS-001,Insect Repellant - Tropical Strength - 150g,4.0,EA,41.98,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00139,3093/M00139,3093/M00139,V001,Y,N,Y,12/10/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,14.0,MATS-001,Delivery - Regional,1.0,EA,32.9,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00140,3093/M00140,3093/M00140,V001,Y,N,Y,13/10/2023,bstormon,YAR001,Yarramine Environmental,AUD,1.0,MATS-001,Labour,40.0,EA,15000.0,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00140,3093/M00140,3093/M00140,V001,Y,N,Y,13/10/2023,bstormon,YAR001,Yarramine Environmental,AUD,2.0,MATS-001,Chemical Supply,2000.0,EA,2000.0,0.0,,N001903,3093.0,Order Complete
